site_name,site_type,latitude,longitude
Delhi Industrial Site 0433,Cement Plant,28.50292,77.14145
Mumbai Industrial Site 0434,Refinery,18.93219,73.13527
Kolkata Industrial Site 0435,Chemical Plant,22.59948,88.40944
Chennai Industrial Site 0436,Textile Industry,13.32595,80.69784
Bengaluru Industrial Site 0437,Paper Mill,12.90237,77.57942
Hyderabad Industrial Site 0438,Thermal Power Plant,17.37318,78.78937
Ahmedabad Industrial Site 0439,Manufacturing Unit,23.13122,72.35177
Pune Industrial Site 0440,Industrial Estate,18.73459,73.67499
Jaipur Industrial Site 0441,Power Plant,26.95525,75.70647
Lucknow Industrial Site 0442,Steel Plant,26.91404,80.77044
Kanpur Industrial Site 0443,Cement Plant,26.30955,80.2309
Patna Industrial Site 0444,Refinery,25.93024,85.16774
Bhopal Industrial Site 0445,Chemical Plant,23.35343,77.61029
Indore Industrial Site 0446,Textile Industry,22.8702,75.86861
Nagpur Industrial Site 0447,Paper Mill,21.1146,79.1338
Surat Industrial Site 0448,Thermal Power Plant,20.97456,72.83314
Vadodara Industrial Site 0449,Manufacturing Unit,22.36397,73.4418
Rajkot Industrial Site 0450,Industrial Estate,22.25504,70.71692
Ranchi Industrial Site 0451,Power Plant,23.61767,85.15615
Jamshedpur Industrial Site 0452,Steel Plant,22.89533,86.11926
Bhubaneswar Industrial Site 0453,Cement Plant,20.08464,85.66173
Visakhapatnam Industrial Site 0454,Refinery,17.83038,83.34204
Vijayawada Industrial Site 0455,Chemical Plant,16.57108,80.46392
Coimbatore Industrial Site 0456,Textile Industry,11.07743,76.93949
Kochi Industrial Site 0457,Paper Mill,9.78816,76.38791
Guwahati Industrial Site 0458,Thermal Power Plant,26.0609,91.63798
Ludhiana Industrial Site 0459,Manufacturing Unit,31.14396,76.01747
Amritsar Industrial Site 0460,Industrial Estate,31.61112,74.87997
Bikaner Industrial Site 0461,Power Plant,28.29026,73.39325
Jodhpur Industrial Site 0462,Steel Plant,26.4379,72.81456
Raipur Industrial Site 0463,Cement Plant,21.26663,81.53191
Durgapur Industrial Site 0464,Refinery,23.47646,87.3657
Asansol Industrial Site 0465,Chemical Plant,23.46888,86.97991
Gaya Industrial Site 0466,Textile Industry,24.76565,84.77344
Begusarai Industrial Site 0467,Paper Mill,25.56891,86.29811
Munger Industrial Site 0468,Thermal Power Plant,25.49913,86.35565
Bokaro Industrial Site 0469,Manufacturing Unit,23.39085,86.19528
Faridabad Industrial Site 0470,Industrial Estate,28.43997,77.64707
Gurugram Industrial Site 0471,Power Plant,28.73192,77.0201
Noida Industrial Site 0472,Steel Plant,28.42456,77.66182
Kota Industrial Site 0473,Cement Plant,25.2363,75.95306
Agra Industrial Site 0474,Refinery,27.23569,77.87629
Nashik Industrial Site 0475,Chemical Plant,20.21144,73.62237
Aurangabad Industrial Site 0476,Textile Industry,19.93669,75.36712
Thane Industrial Site 0477,Paper Mill,19.24201,72.85605
Jalandhar Industrial Site 0478,Thermal Power Plant,31.28506,75.75558
Panipat Industrial Site 0479,Manufacturing Unit,29.32148,76.95021
Vapi Industrial Site 0480,Industrial Estate,20.30069,72.80404
Delhi Industrial Site 0481,Power Plant,28.81325,77.34689
Mumbai Industrial Site 0482,Steel Plant,18.85717,72.9128
Kolkata Industrial Site 0483,Cement Plant,22.46984,88.41027
Chennai Industrial Site 0484,Refinery,13.32386,79.96807
Bengaluru Industrial Site 0485,Chemical Plant,12.86781,77.72908
Hyderabad Industrial Site 0486,Textile Industry,17.62857,78.1333
Ahmedabad Industrial Site 0487,Paper Mill,22.72379,72.53513
Pune Industrial Site 0488,Thermal Power Plant,18.3081,73.56161
Jaipur Industrial Site 0489,Manufacturing Unit,26.57107,75.85722
Lucknow Industrial Site 0490,Industrial Estate,26.61248,81.02506
Kanpur Industrial Site 0491,Power Plant,26.62798,80.34797
Patna Industrial Site 0492,Steel Plant,25.67752,84.83186
Bhopal Industrial Site 0493,Cement Plant,23.31766,77.39913
Indore Industrial Site 0494,Refinery,22.45138,75.94064
Nagpur Industrial Site 0495,Chemical Plant,21.09914,78.97769
Surat Industrial Site 0496,Textile Industry,21.25172,72.92548
Vadodara Industrial Site 0497,Paper Mill,22.31131,72.93578
Rajkot Industrial Site 0498,Thermal Power Plant,22.47435,70.82063
Ranchi Industrial Site 0499,Manufacturing Unit,23.47649,85.39667
Jamshedpur Industrial Site 0500,Industrial Estate,22.82013,86.16827
Bhubaneswar Industrial Site 0501,Power Plant,20.34581,85.67901
Visakhapatnam Industrial Site 0502,Steel Plant,17.81754,83.13468
Vijayawada Industrial Site 0503,Cement Plant,16.33284,80.85512
Coimbatore Industrial Site 0504,Refinery,10.96523,76.8578
Kochi Industrial Site 0505,Chemical Plant,9.93802,76.07545
Guwahati Industrial Site 0506,Textile Industry,26.42472,91.78728
Ludhiana Industrial Site 0507,Paper Mill,30.672,75.83221
Amritsar Industrial Site 0508,Thermal Power Plant,31.40881,74.50021
Bikaner Industrial Site 0509,Manufacturing Unit,27.9812,73.11082
Jodhpur Industrial Site 0510,Industrial Estate,26.26011,72.93261
Raipur Industrial Site 0511,Power Plant,21.11182,81.69746
Durgapur Industrial Site 0512,Steel Plant,23.62725,87.3762
Asansol Industrial Site 0513,Cement Plant,23.76285,86.95722
Gaya Industrial Site 0514,Refinery,24.75347,85.14829
Begusarai Industrial Site 0515,Chemical Plant,25.35392,86.07712
Munger Industrial Site 0516,Textile Industry,25.34066,86.59629
Bokaro Industrial Site 0517,Paper Mill,23.64292,86.14896
Faridabad Industrial Site 0518,Thermal Power Plant,28.25738,77.55559
Gurugram Industrial Site 0519,Manufacturing Unit,28.55797,77.05303
Noida Industrial Site 0520,Industrial Estate,28.3802,77.34677
Kota Industrial Site 0521,Power Plant,25.3618,76.15371
Agra Industrial Site 0522,Steel Plant,27.40372,77.97692
Nashik Industrial Site 0523,Cement Plant,20.16159,73.83077
Aurangabad Industrial Site 0524,Refinery,19.99357,75.39549
Thane Industrial Site 0525,Chemical Plant,19.31552,73.22477
Jalandhar Industrial Site 0526,Textile Industry,31.25852,75.48647
Panipat Industrial Site 0527,Paper Mill,29.57156,77.06123
Vapi Industrial Site 0528,Thermal Power Plant,20.32335,73.00138
Delhi Industrial Site 0529,Manufacturing Unit,28.59106,77.14858
Mumbai Industrial Site 0530,Industrial Estate,19.17615,73.05775
Kolkata Industrial Site 0531,Power Plant,22.46034,88.04905
Chennai Industrial Site 0532,Steel Plant,13.1265,80.36788
Bengaluru Industrial Site 0533,Cement Plant,12.96322,77.60646
Hyderabad Industrial Site 0534,Refinery,17.35278,78.3579
Ahmedabad Industrial Site 0535,Chemical Plant,23.14117,72.6984
Pune Industrial Site 0536,Textile Industry,18.58885,73.82593
Jaipur Industrial Site 0537,Paper Mill,26.7609,75.48303
Lucknow Industrial Site 0538,Thermal Power Plant,26.96011,81.12328
Kanpur Industrial Site 0539,Manufacturing Unit,26.59303,80.30733
Patna Industrial Site 0540,Industrial Estate,25.92062,84.81709
Bhopal Industrial Site 0541,Power Plant,23.1593,77.44858
Indore Industrial Site 0542,Steel Plant,22.82656,75.95957
Nagpur Industrial Site 0543,Cement Plant,21.12157,79.20117
Surat Industrial Site 0544,Refinery,21.22877,72.52432
Vadodara Industrial Site 0545,Chemical Plant,22.09495,73.35304
Rajkot Industrial Site 0546,Textile Industry,22.41265,70.67904
Ranchi Industrial Site 0547,Paper Mill,23.34164,85.24824
Jamshedpur Industrial Site 0548,Thermal Power Plant,22.55846,86.42562
Bhubaneswar Industrial Site 0549,Manufacturing Unit,20.3426,85.51895
Visakhapatnam Industrial Site 0550,Industrial Estate,17.76615,83.24287
Vijayawada Industrial Site 0551,Power Plant,16.33409,80.63187
Coimbatore Industrial Site 0552,Steel Plant,11.09892,76.93362
Kochi Industrial Site 0553,Cement Plant,9.75474,75.99769
Guwahati Industrial Site 0554,Refinery,26.07065,91.3988
Ludhiana Industrial Site 0555,Chemical Plant,31.22435,76.03704
Amritsar Industrial Site 0556,Textile Industry,31.60645,74.72834
Bikaner Industrial Site 0557,Paper Mill,28.07243,72.9779
Jodhpur Industrial Site 0558,Thermal Power Plant,26.05035,72.85603
Raipur Industrial Site 0559,Manufacturing Unit,21.27192,81.3669
Durgapur Industrial Site 0560,Industrial Estate,23.58724,87.33468
Asansol Industrial Site 0561,Power Plant,23.8,86.76961
Gaya Industrial Site 0562,Steel Plant,24.81702,84.93002
Begusarai Industrial Site 0563,Cement Plant,25.49841,86.22277
Munger Industrial Site 0564,Refinery,25.53869,86.58537
Bokaro Industrial Site 0565,Chemical Plant,23.75164,86.37284
Faridabad Industrial Site 0566,Textile Industry,28.60706,77.12101
Gurugram Industrial Site 0567,Paper Mill,28.49902,76.72389
Noida Industrial Site 0568,Thermal Power Plant,28.48488,77.22475
Kota Industrial Site 0569,Manufacturing Unit,24.91111,75.81195
Agra Industrial Site 0570,Industrial Estate,27.26376,77.73343
Nashik Industrial Site 0571,Power Plant,19.95463,73.88978
Aurangabad Industrial Site 0572,Steel Plant,19.80351,75.40054
Thane Industrial Site 0573,Cement Plant,19.40752,72.89989
Jalandhar Industrial Site 0574,Refinery,31.22569,75.38026
Panipat Industrial Site 0575,Chemical Plant,29.63727,77.06336
Vapi Industrial Site 0576,Textile Industry,20.39966,72.99636
Delhi Industrial Site 0577,Paper Mill,28.60211,76.97411
Mumbai Industrial Site 0578,Thermal Power Plant,18.82405,73.24939
Kolkata Industrial Site 0579,Manufacturing Unit,22.69169,88.52316
Chennai Industrial Site 0580,Industrial Estate,12.85548,80.08721
Bengaluru Industrial Site 0581,Power Plant,12.89847,77.36939
Hyderabad Industrial Site 0582,Steel Plant,17.25094,78.56013
Ahmedabad Industrial Site 0583,Cement Plant,23.26939,72.216
Pune Industrial Site 0584,Refinery,18.60541,73.59161
Jaipur Industrial Site 0585,Chemical Plant,27.0253,75.4379
Lucknow Industrial Site 0586,Textile Industry,27.08229,80.71651
Kanpur Industrial Site 0587,Paper Mill,26.31261,80.26718
Patna Industrial Site 0588,Thermal Power Plant,25.76825,85.12567
Bhopal Industrial Site 0589,Manufacturing Unit,23.34349,77.4444
Indore Industrial Site 0590,Industrial Estate,22.58262,75.82394
Nagpur Industrial Site 0591,Power Plant,21.15068,79.00955
Surat Industrial Site 0592,Steel Plant,21.29529,72.89363
Vadodara Industrial Site 0593,Cement Plant,22.05104,73.17162
Rajkot Industrial Site 0594,Refinery,22.40668,70.84263
Ranchi Industrial Site 0595,Chemical Plant,23.5493,85.07149
Jamshedpur Industrial Site 0596,Textile Industry,22.60089,86.40559
Bhubaneswar Industrial Site 0597,Paper Mill,20.21587,85.56327
Visakhapatnam Industrial Site 0598,Thermal Power Plant,17.8122,83.13897
Vijayawada Industrial Site 0599,Manufacturing Unit,16.675,80.96409
Coimbatore Industrial Site 0600,Industrial Estate,11.07328,76.91922
Kochi Industrial Site 0601,Power Plant,10.08775,76.34965
Guwahati Industrial Site 0602,Steel Plant,26.06075,91.67489
Ludhiana Industrial Site 0603,Cement Plant,30.63472,75.91025
Amritsar Industrial Site 0604,Refinery,31.93305,74.84098
Bikaner Industrial Site 0605,Chemical Plant,28.18615,73.55432
Jodhpur Industrial Site 0606,Textile Industry,26.19585,73.00089
Raipur Industrial Site 0607,Paper Mill,21.32243,81.6211
Durgapur Industrial Site 0608,Thermal Power Plant,23.59693,87.4599
Asansol Industrial Site 0609,Manufacturing Unit,23.97293,86.98324
Gaya Industrial Site 0610,Industrial Estate,24.70531,85.001
Begusarai Industrial Site 0611,Power Plant,25.27512,86.4201
Munger Industrial Site 0612,Steel Plant,25.41355,86.37603
Bokaro Industrial Site 0613,Cement Plant,23.64718,85.91833
Faridabad Industrial Site 0614,Refinery,28.34966,77.23178
Gurugram Industrial Site 0615,Chemical Plant,28.41368,77.34325
Noida Industrial Site 0616,Textile Industry,28.66164,77.34998
Kota Industrial Site 0617,Paper Mill,25.44091,75.78574
Agra Industrial Site 0618,Thermal Power Plant,27.10744,78.0473
Nashik Industrial Site 0619,Manufacturing Unit,20.05537,74.11268
Aurangabad Industrial Site 0620,Industrial Estate,19.59112,75.23226
Thane Industrial Site 0621,Power Plant,19.07791,72.78191
Jalandhar Industrial Site 0622,Steel Plant,31.39052,75.3094
Panipat Industrial Site 0623,Cement Plant,29.37723,77.18877
Vapi Industrial Site 0624,Refinery,20.12741,72.70139
Delhi Industrial Site 0625,Chemical Plant,28.58227,77.00968
Mumbai Industrial Site 0626,Textile Industry,19.54429,73.16149
Kolkata Industrial Site 0627,Paper Mill,22.43635,88.03086
Chennai Industrial Site 0628,Thermal Power Plant,13.13367,79.92715
Bengaluru Industrial Site 0629,Manufacturing Unit,13.26145,77.58238
Hyderabad Industrial Site 0630,Industrial Estate,17.20542,78.55253
Ahmedabad Industrial Site 0631,Power Plant,23.37776,72.67046
Pune Industrial Site 0632,Steel Plant,18.84083,73.88362
Jaipur Industrial Site 0633,Cement Plant,26.70798,75.78276
Lucknow Industrial Site 0634,Refinery,26.86205,80.92716
Kanpur Industrial Site 0635,Chemical Plant,26.61986,80.19012
Patna Industrial Site 0636,Textile Industry,25.7304,85.14366
Bhopal Industrial Site 0637,Paper Mill,23.34962,77.28521
Indore Industrial Site 0638,Thermal Power Plant,22.55314,75.99687
Nagpur Industrial Site 0639,Manufacturing Unit,21.09588,78.99132
Surat Industrial Site 0640,Industrial Estate,20.90183,72.86469
Vadodara Industrial Site 0641,Power Plant,22.39285,73.05823
Rajkot Industrial Site 0642,Steel Plant,22.15129,70.81652
Ranchi Industrial Site 0643,Cement Plant,23.16062,85.4108
Jamshedpur Industrial Site 0644,Refinery,22.88331,86.16106
Bhubaneswar Industrial Site 0645,Chemical Plant,20.33391,85.80186
Visakhapatnam Industrial Site 0646,Textile Industry,17.72127,83.2808
Vijayawada Industrial Site 0647,Paper Mill,16.43474,80.57077
Coimbatore Industrial Site 0648,Thermal Power Plant,11.01952,77.04323
Kochi Industrial Site 0649,Manufacturing Unit,10.18158,76.41047
Guwahati Industrial Site 0650,Industrial Estate,25.79065,91.7343
Ludhiana Industrial Site 0651,Power Plant,31.00402,75.83416
Amritsar Industrial Site 0652,Steel Plant,31.79082,74.79259
Bikaner Industrial Site 0653,Cement Plant,28.30332,73.22312
Jodhpur Industrial Site 0654,Refinery,26.07295,72.91813
Raipur Industrial Site 0655,Chemical Plant,21.14368,81.84274
Durgapur Industrial Site 0656,Textile Industry,23.36525,87.06832
Asansol Industrial Site 0657,Paper Mill,23.39971,87.02737
Gaya Industrial Site 0658,Thermal Power Plant,25.07092,85.30765
Begusarai Industrial Site 0659,Manufacturing Unit,25.50067,86.30457
Munger Industrial Site 0660,Industrial Estate,25.33938,86.33427
Bokaro Industrial Site 0661,Power Plant,23.83888,85.98761
Faridabad Industrial Site 0662,Steel Plant,28.75707,77.05113
Gurugram Industrial Site 0663,Cement Plant,28.37324,77.07382
Noida Industrial Site 0664,Refinery,28.43928,77.17707
Kota Industrial Site 0665,Chemical Plant,25.19866,75.7875
Agra Industrial Site 0666,Textile Industry,27.45005,77.85143
Nashik Industrial Site 0667,Paper Mill,19.59209,73.86651
Aurangabad Industrial Site 0668,Thermal Power Plant,20.02307,75.42143
Thane Industrial Site 0669,Manufacturing Unit,19.06216,73.07066
Jalandhar Industrial Site 0670,Industrial Estate,31.32246,75.6085
Panipat Industrial Site 0671,Power Plant,29.14788,76.82489
Vapi Industrial Site 0672,Steel Plant,20.13248,72.96611
Delhi Industrial Site 0673,Cement Plant,28.66712,77.42636
Mumbai Industrial Site 0674,Refinery,18.89532,72.86796
Kolkata Industrial Site 0675,Chemical Plant,22.5992,88.5738
Chennai Industrial Site 0676,Textile Industry,13.01327,80.16664
Bengaluru Industrial Site 0677,Paper Mill,12.87259,77.61088
Hyderabad Industrial Site 0678,Thermal Power Plant,17.46688,78.32196
Ahmedabad Industrial Site 0679,Manufacturing Unit,23.06845,72.71212
Pune Industrial Site 0680,Industrial Estate,18.40399,73.70039
Jaipur Industrial Site 0681,Power Plant,26.63643,75.72249
Lucknow Industrial Site 0682,Steel Plant,26.8125,81.07798
Kanpur Industrial Site 0683,Cement Plant,26.32669,80.36263
Patna Industrial Site 0684,Refinery,25.29338,85.15088
Bhopal Industrial Site 0685,Chemical Plant,23.37262,77.38913
Indore Industrial Site 0686,Textile Industry,22.51995,75.87866
Nagpur Industrial Site 0687,Paper Mill,21.17013,78.9885
Surat Industrial Site 0688,Thermal Power Plant,21.18583,72.80331
Vadodara Industrial Site 0689,Manufacturing Unit,22.48388,73.09559
Rajkot Industrial Site 0690,Industrial Estate,22.16442,70.77588
Ranchi Industrial Site 0691,Power Plant,23.5448,85.07949
Jamshedpur Industrial Site 0692,Steel Plant,22.80697,86.40087
Bhubaneswar Industrial Site 0693,Cement Plant,20.22819,85.93361
Visakhapatnam Industrial Site 0694,Refinery,17.58145,83.19189
Vijayawada Industrial Site 0695,Chemical Plant,16.51274,80.80401
Coimbatore Industrial Site 0696,Textile Industry,11.00098,77.11473
Kochi Industrial Site 0697,Paper Mill,9.65478,76.24367
Guwahati Industrial Site 0698,Thermal Power Plant,26.4293,91.80786
Ludhiana Industrial Site 0699,Manufacturing Unit,31.04678,75.86371
Amritsar Industrial Site 0700,Industrial Estate,31.8291,74.74562
Bikaner Industrial Site 0701,Power Plant,28.14293,73.37625
Jodhpur Industrial Site 0702,Steel Plant,26.00212,72.75782
Raipur Industrial Site 0703,Cement Plant,21.37694,81.33511
Durgapur Industrial Site 0704,Refinery,23.65788,87.29585
Asansol Industrial Site 0705,Chemical Plant,23.91151,87.05737
Gaya Industrial Site 0706,Textile Industry,24.69636,85.07473
Begusarai Industrial Site 0707,Paper Mill,25.28163,86.15746
Munger Industrial Site 0708,Thermal Power Plant,25.28545,86.80291
Bokaro Industrial Site 0709,Manufacturing Unit,23.60935,86.21581
Faridabad Industrial Site 0710,Industrial Estate,28.57922,77.57511
Gurugram Industrial Site 0711,Power Plant,28.25793,76.99468
Noida Industrial Site 0712,Steel Plant,28.46764,77.24325
Kota Industrial Site 0713,Cement Plant,25.22904,75.92677
Agra Industrial Site 0714,Refinery,27.16269,78.11844
Nashik Industrial Site 0715,Chemical Plant,19.76428,73.70577
Aurangabad Industrial Site 0716,Textile Industry,19.86534,75.29048
Thane Industrial Site 0717,Paper Mill,19.33372,72.95572
Jalandhar Industrial Site 0718,Thermal Power Plant,31.276,75.60766
Panipat Industrial Site 0719,Manufacturing Unit,29.49372,77.10112
Vapi Industrial Site 0720,Industrial Estate,19.98043,73.31832
Delhi Industrial Site 0721,Power Plant,28.80974,77.16488
Mumbai Industrial Site 0722,Steel Plant,18.80006,72.69448
Kolkata Industrial Site 0723,Cement Plant,22.70935,88.677
Chennai Industrial Site 0724,Refinery,13.19735,80.32948
Bengaluru Industrial Site 0725,Chemical Plant,12.83481,77.443
Hyderabad Industrial Site 0726,Textile Industry,17.3524,78.48279
Ahmedabad Industrial Site 0727,Paper Mill,23.0579,72.80302
Pune Industrial Site 0728,Thermal Power Plant,18.6965,73.90891
Jaipur Industrial Site 0729,Manufacturing Unit,26.71587,75.59928
Lucknow Industrial Site 0730,Industrial Estate,26.88437,80.95057
Kanpur Industrial Site 0731,Power Plant,26.8597,80.41174
Patna Industrial Site 0732,Steel Plant,25.63447,85.24885
Bhopal Industrial Site 0733,Cement Plant,23.30376,77.21957
